__________________________________________________
Iteration   Train.Loss (MSE)     Time (in sec)    
  10350          0.007               0.125        
  10351          0.009               0.141        
  10352          0.016               0.141        
  10353          0.011               0.125        
  10354          0.010               0.141        
  10355          0.011               0.141        
  10356          0.012               0.125        
  10357          0.015               0.141        
  10358          0.014               0.141        
  10359          0.009               0.125        
  10360          0.022               0.141        
  10361          0.013               0.141        
  10362          0.014               0.125        
  10363          0.009               0.141        
  10364          0.012               0.141        
  10365          0.020               0.125        
  10366          0.008               0.141        
  10367          0.014               0.141        
  10368          0.014               0.125        
  10369          0.013               0.141        
  10370          0.013               0.141        
  10371          0.012               0.125        
  10372          0.014               0.141        
  10373          0.018               0.140        
  10374          0.009               0.125        
  10375          0.009               0.141        
  10376          0.012               0.141        
  10377          0.010               0.125        
  10378          0.014               0.141        
  10379          0.014               0.141        
  10380          0.013               0.125        
  10381          0.014               0.141        
  10382          0.009               0.141        
  10383          0.016               0.125        
  10384          0.022               0.141        
  10385          0.013               0.141        
  10386          0.019               0.141        
  10387          0.013               0.125        
  10388          0.017               0.141        
  10389          0.014               0.125        
  10390          0.015               0.125        
  10391          0.013               0.141        
  10392          0.013               0.125        
  10393          0.009               0.141        
  10394          0.022               0.125        
  10395          0.009               0.141        
  10396          0.012               0.125        
  10397          0.018               0.125        
  10398          0.010               0.141        
  10399          0.008               0.125        
  10400          0.013               0.141        
  10401          0.010               0.125        
  10402          0.012               0.141        
  10403          0.012               0.141        
  10404          0.011               0.125        
  10405          0.011               0.141        
  10406          0.010               0.125        
  10407          0.010               0.141        
  10408          0.013               0.125        
  10409          0.013               0.125        
  10410          0.011               0.141        
  10411          0.015               0.125        
  10412          0.013               0.141        
  10413          0.023               0.125        
  10414          0.014               0.141        
  10415          0.017               0.141        
  10416          0.021               0.125        
  10417          0.012               0.141        
  10418          0.012               0.125        
  10419          0.021               0.141        
  10420          0.024               0.125        
  10421          0.023               0.125        
  10422          0.017               0.141        
  10423          0.014               0.125        
  10424          0.014               0.141        
  10425          0.017               0.125        
  10426          0.015               0.141        
  10427          0.018               0.141        
  10428          0.022               0.125        
  10429          0.012               0.141        
  10430          0.014               0.125        
  10431          0.012               0.141        
  10432          0.015               0.125        
  10433          0.019               0.125        
  10434          0.011               0.141        
  10435          0.015               0.125        
  10436          0.019               0.141        
  10437          0.021               0.125        
  10438          0.013               0.141        
  10439          0.011               0.141        
  10440          0.021               0.125        
  10441          0.011               0.141        
  10442          0.016               0.125        
  10443          0.014               0.141        
  10444          0.018               0.125        
  10445          0.016               0.125        
  10446          0.019               0.141        
  10447          0.016               0.125        
  10448          0.012               0.141        
  10449          0.016               0.125        
  10450          0.017               0.125        
  10451          0.011               0.141        
  10452          0.017               0.125        
  10453          0.016               0.141        
  10454          0.015               0.125        
  10455          0.017               0.141        
  10456          0.019               0.141        
  10457          0.013               0.125        
  10458          0.014               0.141        
  10459          0.017               0.125        
  10460          0.009               0.141        
  10461          0.014               0.125        
  10462          0.012               0.125        
  10463          0.019               0.141        
  10464          0.015               0.125        
  10465          0.012               0.141        
  10466          0.012               0.125        
  10467          0.012               0.141        
  10468          0.019               0.141        
  10469          0.014               0.125        
  10470          0.014               0.141        
  10471          0.014               0.125        
  10472          0.020               0.141        
  10473          0.018               0.125        
  10474          0.013               0.125        
  10475          0.018               0.141        
  10476          0.009               0.125        
  10477          0.021               0.141        
  10478          0.014               0.125        
  10479          0.012               0.141        
  10480          0.011               0.141        
  10481          0.009               0.125        
  10482          0.012               0.141        
  10483          0.012               0.125        
  10484          0.015               0.141        
  10485          0.023               0.125        
  10486          0.023               0.125        
  10487          0.013               0.141        
  10488          0.009               0.125        
  10489          0.014               0.141        
  10490          0.012               0.125        
  10491          0.011               0.141        
  10492          0.010               0.141        
  10493          0.014               0.125        
  10494          0.011               0.141        
  10495          0.010               0.125        
  10496          0.013               0.141        
  10497          0.010               0.125        
  10498          0.012               0.125        
  10499          0.010               0.141        
  10500          0.013               0.125        
  10501          0.014               0.125        
  10502          0.010               0.141        
  10503          0.019               0.125        
  10504          0.011               0.125        
  10505          0.012               0.141        
  10506          0.016               0.125        
  10507          0.011               0.141        
  10508          0.013               0.125        
  10509          0.015               0.141        
  10510          0.017               0.141        
  10511          0.012               0.125        
  10512          0.021               0.141        
  10513          0.016               0.125        
  10514          0.014               0.141        
  10515          0.012               0.125        
  10516          0.010               0.141        
  10517          0.019               0.141        
  10518          0.012               0.125        
  10519          0.013               0.141        
  10520          0.015               0.125        
  10521          0.012               0.141        
  10522          0.016               0.141        
  10523          0.015               0.125        
  10524          0.010               0.141        
  10525          0.013               0.125        
  10526          0.017               0.141        
  10527          0.017               0.125        
  10528          0.012               0.141        
  10529          0.019               0.141        
  10530          0.008               0.125        
  10531          0.010               0.141        
  10532          0.020               0.125        
  10533          0.011               0.141        
  10534          0.010               0.141        
  10535          0.014               0.125        
  10536          0.012               0.141        
  10537          0.013               0.125        
  10538          0.012               0.141        
  10539          0.013               0.141        
  10540          0.010               0.125        
  10541          0.029               0.141        
  10542          0.010               0.125        
  10543          0.024               0.125        
  10544          0.018               0.141        
  10545          0.015               0.125        
  10546          0.024               0.141        
  10547          0.011               0.141        
  10548          0.022               0.125        
  10549          0.029               0.141        
  10550          0.016               0.125        
  10551          0.037               0.141        
  10552          0.010               0.141        
  10553          0.022               0.125        
  10554          0.009               0.141        
  10555          0.016               0.125        
  10556          0.016               0.125        
  10557          0.015               0.141        
  10558          0.011               0.125        
  10559          0.013               0.141        
  10560          0.011               0.141        
  10561          0.011               0.125        
  10562          0.016               0.141        
  10563          0.017               0.125        
  10564          0.019               0.141        
  10565          0.025               0.141        
  10566          0.013               0.125        
  10567          0.010               0.141        
  10568          0.015               0.141        
  10569          0.018               0.125        
  10570          0.013               0.141        
  10571          0.012               0.125        
  10572          0.009               0.141        
  10573          0.016               0.141        
  10574          0.010               0.125        
  10575          0.023               0.141        
  10576          0.016               0.141        
  10577          0.017               0.125        
  10578          0.012               0.141        
  10579          0.012               0.125        
  10580          0.017               0.141        
  10581          0.014               0.141        
  10582          0.011               0.125        
  10583          0.015               0.141        
  10584          0.016               0.125        
  10585          0.015               0.125        
  10586          0.013               0.141        
  10587          0.012               0.125        
  10588          0.015               0.141        
  10589          0.012               0.141        
  10590          0.015               0.125        
  10591          0.010               0.140        
  10592          0.012               0.125        
  10593          0.018               0.141        
  10594          0.011               0.141        
  10595          0.011               0.125        
  10596          0.011               0.141        
  10597          0.016               0.141        
  10598          0.012               0.125        
  10599          0.022               0.141        
  10600          0.012               0.125        
  10601          0.013               0.141        
  10602          0.021               0.141        
  10603          0.016               0.125        
  10604          0.022               0.141        
  10605          0.011               0.125        
  10606          0.016               0.125        
  10607          0.010               0.141        
  10608          0.011               0.125        
  10609          0.013               0.141        
  10610          0.013               0.141        
  10611          0.016               0.125        
  10612          0.017               0.141        
  10613          0.011               0.125        
  10614          0.012               0.125        
  10615          0.015               0.141        
  10616          0.010               0.125        
  10617          0.016               0.141        
  10618          0.019               0.141        
  10619          0.013               0.125        
  10620          0.016               0.141        
  10621          0.017               0.125        
  10622          0.015               0.141        
  10623          0.014               0.141        
  10624          0.018               0.125        
  10625          0.016               0.140        
  10626          0.011               0.141        
  10627          0.014               0.141        
  10628          0.014               0.125        
  10629          0.016               0.141        
  10630          0.017               0.125        
  10631          0.018               0.125        
  10632          0.010               0.141        
  10633          0.018               0.125        
  10634          0.012               0.141        
  10635          0.016               0.141        
  10636          0.017               0.125        
  10637          0.010               0.141        
  10638          0.015               0.125        
  10639          0.013               0.141        
  10640          0.016               0.141        
  10641          0.012               0.125        
  10642          0.016               0.141        
  10643          0.013               0.141        
  10644          0.012               0.125        
  10645          0.013               0.141        
  10646          0.014               0.125        
  10647          0.014               0.141        
  10648          0.008               0.141        
  10649          0.012               0.125        
  10650          0.020               0.141        
  10651          0.012               0.125        
  10652          0.012               0.125        
  10653          0.019               0.141        
  10654          0.009               0.125        
  10655          0.019               0.141        
  10656          0.014               0.141        
  10657          0.024               0.125        
  10658          0.012               0.141        
  10659          0.011               0.125        
  10660          0.011               0.141        
  10661          0.012               0.141        
  10662          0.021               0.125        
  10663          0.009               0.141        
  10664          0.017               0.125        
  10665          0.011               0.125        
  10666          0.010               0.141        
  10667          0.013               0.125        
  10668          0.027               0.141        
  10669          0.015               0.141        
  10670          0.023               0.125        
  10671          0.026               0.141        
  10672          0.010               0.125        
  10673          0.022               0.125        
  10674          0.011               0.141        
  10675          0.010               0.125        
  10676          0.018               0.141        
  10677          0.019               0.141        
  10678          0.013               0.125        
  10679          0.022               0.141        
  10680          0.022               0.125        
  10681          0.017               0.141        
  10682          0.019               0.141        
  10683          0.017               0.125        
  10684          0.014               0.141        
  10685          0.026               0.141        
  10686          0.012               0.125        
  10687          0.024               0.141        
  10688          0.021               0.125        
  10689          0.015               0.141        
  10690          0.022               0.141        
  10691          0.013               0.125        
  10692          0.012               0.141        
  10693          0.014               0.125        
  10694          0.010               0.125        
  10695          0.015               0.141        
  10696          0.016               0.125        
  10697          0.011               0.141        
  10698          0.019               0.141        
  10699          0.011               0.125        
  10700          0.009               0.141        
  10701          0.016               0.125        
  10702          0.011               0.141        
  10703          0.011               0.141        
  10704          0.018               0.125        
  10705          0.012               0.141        
  10706          0.012               0.141        
  10707          0.019               0.125        
  10708          0.012               0.141        
  10709          0.020               0.125        
  10710          0.025               0.141        
  10711          0.010               0.141        
  10712          0.023               0.125        
  10713          0.019               0.141        
  10714          0.013               0.125        
  10715          0.015               0.125        
  10716          0.015               0.141        
  10717          0.012               0.125        
  10718          0.013               0.141        
  10719          0.019               0.141        
  10720          0.018               0.125        
  10721          0.013               0.141        
  10722          0.017               0.125        
  10723          0.010               0.141        
  10724          0.016               0.141        
  10725          0.013               0.125        
  10726          0.011               0.141        
  10727          0.010               0.125        
  10728          0.011               0.125        
  10729          0.015               0.141        
  10730          0.011               0.125        
  10731          0.014               0.141        
  10732          0.011               0.141        
  10733          0.016               0.125        
  10734          0.012               0.141        
  10735          0.012               0.125        
  10736          0.017               0.141        
  10737          0.015               0.141        
  10738          0.015               0.125        
  10739          0.018               0.141        
  10740          0.015               0.125        
  10741          0.021               0.125        
  10742          0.033               0.141        
  10743          0.012               0.125        
  10744          0.012               0.141        
  10745          0.044               0.141        
  10746          0.011               0.125        
  10747          0.044               0.141        
  10748          0.023               0.125        
  10749          0.016               0.141        
  10750          0.026               0.141        
  10751          0.014               0.141        
  10752          0.012               0.125        
  10753          0.014               0.141        
  10754          0.016               0.125        
  10755          0.013               0.141        
  10756          0.012               0.141        
  10757          0.023               0.125        
  10758          0.011               0.141        
  10759          0.019               0.125        
  10760          0.018               0.125        
  10761          0.013               0.141        
  10762          0.016               0.125        
  10763          0.021               0.141        
  10764          0.014               0.141        
  10765          0.014               0.125        
  10766          0.018               0.141        
  10767          0.011               0.125        
  10768          0.014               0.141        
  10769          0.017               0.141        
  10770          0.020               0.125        
  10771          0.014               0.141        
  10772          0.031               0.141        
  10773          0.013               0.125        
  10774          0.027               0.141        
  10775          0.012               0.125        
  10776          0.021               0.141        
  10777          0.012               0.141        
  10778          0.013               0.125        
  10779          0.010               0.141        
  10780          0.024               0.125        
  10781          0.017               0.125        
  10782          0.028               0.141        
  10783          0.026               0.125        
  10784          0.020               0.141        
  10785          0.045               0.141        
  10786          0.012               0.125        
  10787          0.014               0.141        
  10788          0.022               0.125        
  10789          0.018               0.141        
  10790          0.026               0.141        
  10791          0.016               0.125        
  10792          0.010               0.141        
  10793          0.013               0.125        
  10794          0.015               0.125        
  10795          0.018               0.141        
  10796          0.022               0.125        
  10797          0.022               0.141        
  10798          0.013               0.141        
  10799          0.021               0.125        
  10800          0.013               0.141        
  10801          0.010               0.125        
  10802          0.012               0.141        
  10803          0.010               0.141        
  10804          0.014               0.125        
  10805          0.011               0.141        
  10806          0.013               0.125        
  10807          0.012               0.125        
  10808          0.016               0.141        
  10809          0.010               0.125        
  10810          0.019               0.141        
  10811          0.015               0.141        
  10812          0.013               0.125        
  10813          0.014               0.141        
  10814          0.015               0.125        
  10815          0.013               0.125        
  10816          0.010               0.141        
  10817          0.018               0.125        
  10818          0.013               0.141        
  10819          0.011               0.141        
  10820          0.011               0.125        
  10821          0.012               0.141        
  10822          0.012               0.125        
  10823          0.016               0.141        
  10824          0.012               0.141        
  10825          0.016               0.129        
  10826          0.014               0.141        
  10827          0.015               0.125        
  10828          0.017               0.141        
  10829          0.013               0.141        
  10830          0.011               0.125        
  10831          0.017               0.141        
  10832          0.011               0.125        
  10833          0.010               0.125        
  10834          0.018               0.141        
  10835          0.012               0.125        
  10836          0.014               0.141        
  10837          0.015               0.141        
  10838          0.018               0.125        
  10839          0.010               0.141        
  10840          0.020               0.125        
  10841          0.024               0.141        
  10842          0.020               0.141        
  10843          0.036               0.125        
  10844          0.013               0.141        
  10845          0.023               0.141        
  10846          0.027               0.125        
  10847          0.013               0.141        
  10848          0.016               0.125        
  10849          0.024               0.141        
  10850          0.010               0.141        
  10851          0.015               0.125        
  10852          0.035               0.141        
  10853          0.019               0.125        
  10854          0.012               0.125        
  10855          0.014               0.141        
  10856          0.011               0.125        
  10857          0.009               0.141        
  10858          0.011               0.141        
  10859          0.012               0.125        
  10860          0.011               0.141        
  10861          0.015               0.125        
  10862          0.014               0.141        
  10863          0.008               0.141        
  10864          0.010               0.125        
  10865          0.010               0.141        
  10866          0.017               0.125        
  10867          0.013               0.125        
  10868          0.010               0.141        
  10869          0.015               0.125        
  10870          0.010               0.141        
  10871          0.013               0.141        
  10872          0.011               0.125        
  10873          0.011               0.141        
  10874          0.010               0.125        
  10875          0.013               0.125        
  10876          0.019               0.141        
  10877          0.011               0.141        
  10878          0.015               0.125        
  10879          0.016               0.141        
  10880          0.014               0.141        
  10881          0.010               0.125        
  10882          0.013               0.141        
  10883          0.010               0.125        
  10884          0.013               0.141        
  10885          0.026               0.141        
  10886          0.013               0.125        
  10887          0.027               0.141        
  10888          0.021               0.125        
  10889          0.022               0.125        
  10890          0.050               0.141        
  10891          0.011               0.125        
  10892          0.021               0.141        
  10893          0.067               0.141        
  10894          0.010               0.125        
  10895          0.041               0.141        
  10896          0.043               0.125        
  10897          0.023               0.141        
  10898          0.028               0.141        
  10899          0.012               0.125        
  10900          0.013               0.141        
  10901          0.014               0.125        
  10902          0.016               0.125        
  10903          0.014               0.141        
  10904          0.016               0.125        
  10905          0.023               0.141        
  10906          0.013               0.141        
  10907          0.015               0.125        
  10908          0.020               0.141        
  10909          0.012               0.125        
  10910          0.016               0.141        
  10911          0.021               0.141        
  10912          0.019               0.125        
  10913          0.011               0.141        
  10914          0.012               0.125        
  10915          0.012               0.125        
  10916          0.013               0.141        
  10917          0.012               0.125        
  10918          0.017               0.141        
  10919          0.018               0.141        
  10920          0.025               0.125        
  10921          0.029               0.141        
  10922          0.016               0.125        
  10923          0.023               0.141        
  10924          0.038               0.141        
  10925          0.012               0.125        
  10926          0.026               0.141        
  10927          0.056               0.141        
  10928          0.029               0.125        
  10929          0.024               0.141        
  10930          0.049               0.125        
  10931          0.016               0.141        
  10932          0.019               0.141        
  10933          0.050               0.125        
  10934          0.024               0.141        
  10935          0.015               0.125        
  10936          0.036               0.125        
  10937          0.029               0.141        
  10938          0.010               0.125        
  10939          0.028               0.141        
  10940          0.035               0.141        
  10941          0.022               0.125        
  10942          0.013               0.141        
  10943          0.038               0.125        
  10944          0.029               0.141        
  10945          0.014               0.141        
  10946          0.032               0.125        
  10947          0.032               0.141        
  10948          0.011               0.125        
  10949          0.027               0.125        
  10950          0.018               0.141        
  10951          0.019               0.125        
  10952          0.015               0.141        
  10953          0.013               0.141        
  10954          0.036               0.125        
  10955          0.016               0.141        
  10956          0.026               0.125        
  10957          0.028               0.141        
  10958          0.014               0.141        
  10959          0.022               0.125        
  10960          0.019               0.141        
  10961          0.016               0.125        
  10962          0.011               0.125        
  10963          0.027               0.141        
  10964          0.020               0.125        
  10965          0.013               0.141        
  10966          0.025               0.141        
  10967          0.017               0.125        
  10968          0.012               0.141        
  10969          0.023               0.125        
  10970          0.016               0.141        
  10971          0.013               0.141        
  10972          0.035               0.125        
  10973          0.009               0.141        
  10974          0.012               0.141        
  10975          0.018               0.125        
  10976          0.015               0.141        
  10977          0.012               0.125        
  10978          0.020               0.141        
  10979          0.023               0.141        
  10980          0.013               0.125        
  10981          0.021               0.141        
  10982          0.013               0.125        
  10983          0.014               0.125        
  10984          0.016               0.141        
  10985          0.025               0.125        
  10986          0.011               0.141        
  10987          0.017               0.141        
  10988          0.014               0.125        
  10989          0.013               0.141        
  10990          0.014               0.125        
  10991          0.009               0.141        
  10992          0.017               0.141        
  10993          0.016               0.125        
  10994          0.016               0.141        
  10995          0.012               0.125        
  10996          0.034               0.125        
  10997          0.014               0.141        
  10998          0.026               0.125        
  10999          0.021               0.141        
  11000          0.013               0.141        
  11001          0.019               0.125        
  11002          0.018               0.125        
  11003          0.014               0.141        
  11004          0.011               0.125        
  11005          0.012               0.141        
  11006          0.014               0.141        
  11007          0.021               0.125        
  11008          0.022               0.141        
  11009          0.019               0.125        
  11010          0.013               0.141        
  11011          0.010               0.141        
  11012          0.015               0.125        
  11013          0.019               0.141        
  11014          0.015               0.125        
  11015          0.014               0.125        
  11016          0.026               0.141        
  11017          0.011               0.125        
  11018          0.019               0.141        
  11019          0.015               0.141        
  11020          0.011               0.125        
  11021          0.017               0.141        
  11022          0.018               0.125        
  11023          0.010               0.125        
  11024          0.015               0.141        
  11025          0.008               0.125        
  11026          0.015               0.141        
  11027          0.015               0.141        
  11028          0.026               0.125        
  11029          0.011               0.141        
  11030          0.013               0.125        
  11031          0.014               0.141        
  11032          0.012               0.141        
  11033          0.010               0.125        
  11034          0.020               0.141        
  11035          0.009               0.125        
  11036          0.022               0.125        
  11037          0.015               0.141        
  11038          0.014               0.125        
  11039          0.014               0.141        
  11040          0.027               0.141        
  11041          0.013               0.125        
  11042          0.025               0.141        
  11043          0.023               0.125        
  11044          0.018               0.141        
  11045          0.017               0.141        
  11046          0.027               0.125        
  11047          0.024               0.141        
  11048          0.013               0.125        
  11049          0.027               0.125        
  11050          0.029               0.141        
  11051          0.010               0.125        
  11052          0.017               0.141        
  11053          0.051               0.141        
  11054          0.014               0.125        
  11055          0.031               0.141        
  11056          0.025               0.125        
  11057          0.013               0.141        
  11058          0.015               0.141        
  11059          0.017               0.125        
  11060          0.017               0.141        
  11061          0.015               0.125        
  11062          0.009               0.141        
  11063          0.013               0.141        
  11064          0.013               0.125        
  11065          0.020               0.141        
  11066          0.011               0.141        
  11067          0.033               0.125        
  11068          0.018               0.141        
  11069          0.021               0.125        
  11070          0.046               0.141        
  11071          0.019               0.141        
  11072          0.022               0.125        
  11073          0.022               0.141        
  11074          0.014               0.125        
  11075          0.010               0.125        
  11076          0.017               0.141        
  11077          0.012               0.125        
  11078          0.012               0.141        
  11079          0.021               0.141        
  11080          0.020               0.125        
  11081          0.012               0.141        
  11082          0.020               0.125        
  11083          0.012               0.141        
  11084          0.011               0.141        
  11085          0.014               0.125        
  11086          0.016               0.141        
  11087          0.016               0.141        
  11088          0.017               0.125        
  11089          0.012               0.141        
  11090          0.014               0.125        
  11091          0.019               0.141        
  11092          0.015               0.141        
  11093          0.013               0.125        
  11094          0.008               0.141        
  11095          0.010               0.125        
  11096          0.013               0.125        
  11097          0.010               0.141        
  11098          0.011               0.125        
  11099          0.021               0.141        
  11100          0.016               0.141        
  11101          0.022               0.125        
  11102          0.018               0.141        
  11103          0.016               0.125        
  11104          0.015               0.125        
  11105          0.012               0.141        
  11106          0.014               0.125        
  11107          0.010               0.141        
  11108          0.009               0.141        
  11109          0.011               0.125        
  11110          0.012               0.141        
  11111          0.008               0.125        
  11112          0.014               0.141        
  11113          0.010               0.141        
  11114          0.013               0.125        
  11115          0.017               0.141        
  11116          0.014               0.125        
  11117          0.015               0.125        
  11118          0.010               0.141        
  11119          0.010               0.125        
  11120          0.020               0.141        
  11121          0.011               0.141        
  11122          0.012               0.125        
  11123          0.029               0.141        
  11124          0.010               0.125        
  11125          0.019               0.125        
  11126          0.029               0.141        
  11127          0.009               0.141        
  11128          0.021               0.125        
  11129          0.022               0.141        
  11130          0.018               0.141        
  11131          0.015               0.125        
  11132          0.018               0.141        
  11133          0.021               0.125        
  11134          0.011               0.141        
  11135          0.028               0.141        
  11136          0.021               0.125        
  11137          0.013               0.141        
  11138          0.017               0.125        
  11139          0.020               0.125        
  11140          0.020               0.141        
  11141          0.012               0.125        
  11142          0.022               0.141        
  11143          0.023               0.141        
  11144          0.014               0.125        
  11145          0.020               0.141        
  11146          0.015               0.125        
  11147          0.012               0.141        
  11148          0.014               0.140        
  11149          0.018               0.125        
  11150          0.016               0.141        
  11151          0.016               0.141        
  11152          0.015               0.125        
  11153          0.024               0.141        
  11154          0.027               0.125        
  11155          0.019               0.141        
  11156          0.012               0.141        
  11157          0.009               0.125        
  11158          0.012               0.141        
  11159          0.018               0.125        
  11160          0.014               0.125        
  11161          0.013               0.141        
  11162          0.038               0.125        
  11163          0.012               0.141        
  11164          0.026               0.141        
  11165          0.017               0.125        
  11166          0.012               0.141        
  11167          0.012               0.125        
  11168          0.025               0.141        
  11169          0.022               0.141        
  11170          0.019               0.125        
  11171          0.017               0.141        
  11172          0.024               0.125        
  11173          0.015               0.125        
  11174          0.022               0.141        
  11175          0.022               0.125        
  11176          0.014               0.141        
  11177          0.015               0.141        
  11178          0.034               0.125        
  11179          0.016               0.141        
  11180          0.010               0.125        
  11181          0.042               0.141        
  11182          0.027               0.141        
  11183          0.017               0.125        
  11184          0.026               0.141        
  11185          0.014               0.141        
  11186          0.014               0.125        
  11187          0.011               0.141        
  11188          0.017               0.141        
  11189          0.010               0.125        
  11190          0.014               0.141        
  11191          0.012               0.141        
  11192          0.015               0.125        
  11193          0.011               0.141        
  11194          0.011               0.141        
  11195          0.012               0.125        
  11196          0.018               0.141        
  11197          0.011               0.141        
  11198          0.028               0.125        
  11199          0.012               0.141        
  11200          0.021               0.141        
  11201          0.009               0.125        
  11202          0.014               0.141        
  11203          0.011               0.141        
  11204          0.012               0.125        
  11205          0.010               0.141        
  11206          0.017               0.141        
  11207          0.015               0.125        
  11208          0.010               0.141        
  11209          0.016               0.141        
  11210          0.011               0.125        
  11211          0.008               0.141        
  11212          0.012               0.141        
  11213          0.014               0.125        
  11214          0.012               0.141        
  11215          0.019               0.125        
  11216          0.012               0.125        
  11217          0.012               0.141        
  11218          0.016               0.125        
  11219          0.012               0.125        
  11220          0.014               0.141        
  11221          0.015               0.125        
  11222          0.013               0.141        
  11223          0.011               0.141        
  11224          0.019               0.125        
  11225          0.012               0.141        
  11226          0.013               0.141        
  11227          0.014               0.125        
  11228          0.011               0.141        
  11229          0.012               0.141        
  11230          0.013               0.125        
  11231          0.025               0.141        
  11232          0.016               0.141        
