__________________________________________________
Iteration   Train.Loss (MSE)     Time (in sec)    
  14210          0.016               0.125        
  14211          0.009               0.141        
  14212          0.009               0.125        
  14213          0.007               0.141        
  14214          0.019               0.141        
  14215          0.011               0.125        
  14216          0.020               0.141        
  14217          0.013               0.141        
  14218          0.014               0.125        
  14219          0.014               0.141        
  14220          0.013               0.125        
  14221          0.012               0.141        
  14222          0.011               0.141        
  14223          0.013               0.125        
  14224          0.009               0.141        
  14225          0.017               0.125        
  14226          0.010               0.125        
  14227          0.012               0.141        
  14228          0.014               0.125        
  14229          0.012               0.141        
  14230          0.009               0.141        
  14231          0.012               0.125        
  14232          0.008               0.141        
  14233          0.015               0.125        
  14234          0.014               0.125        
  14235          0.011               0.141        
  14236          0.012               0.125        
  14237          0.014               0.141        
  14238          0.012               0.141        
  14239          0.012               0.125        
  14240          0.024               0.141        
  14241          0.009               0.125        
  14242          0.022               0.141        
  14243          0.014               0.141        
  14244          0.027               0.125        
  14245          0.014               0.141        
  14246          0.026               0.141        
  14247          0.012               0.125        
  14248          0.012               0.141        
  14249          0.020               0.125        
  14250          0.010               0.141        
  14251          0.012               0.141        
  14252          0.010               0.125        
  14253          0.012               0.141        
  14254          0.011               0.125        
  14255          0.021               0.141        
  14256          0.008               0.141        
  14257          0.013               0.125        
  14258          0.012               0.141        
  14259          0.007               0.125        
  14260          0.015               0.125        
  14261          0.012               0.141        
  14262          0.018               0.125        
  14263          0.009               0.141        
  14264          0.019               0.141        
  14265          0.012               0.125        
  14266          0.021               0.141        
  14267          0.009               0.125        
  14268          0.018               0.141        
  14269          0.009               0.141        
  14270          0.009               0.125        
  14271          0.016               0.141        
  14272          0.012               0.125        
  14273          0.011               0.125        
  14274          0.016               0.141        
  14275          0.009               0.125        
  14276          0.018               0.141        
  14277          0.011               0.141        
  14278          0.016               0.125        
  14279          0.011               0.141        
  14280          0.015               0.125        
  14281          0.012               0.125        
  14282          0.006               0.141        
  14283          0.016               0.125        
  14284          0.007               0.141        
  14285          0.017               0.141        
  14286          0.010               0.125        
  14287          0.020               0.141        
  14288          0.006               0.125        
  14289          0.012               0.141        
  14290          0.012               0.141        
  14291          0.021               0.125        
  14292          0.011               0.141        
  14293          0.008               0.125        
  14294          0.016               0.125        
  14295          0.009               0.141        
  14296          0.012               0.125        
  14297          0.012               0.141        
  14298          0.012               0.141        
  14299          0.016               0.125        
  14300          0.006               0.141        
  14301          0.013               0.125        
  14302          0.013               0.141        
  14303          0.017               0.141        
  14304          0.008               0.125        
  14305          0.012               0.141        
  14306          0.011               0.141        
  14307          0.011               0.125        
  14308          0.007               0.141        
  14309          0.009               0.125        
  14310          0.011               0.141        
  14311          0.010               0.141        
  14312          0.010               0.125        
  14313          0.009               0.141        
  14314          0.012               0.125        
  14315          0.010               0.125        
  14316          0.012               0.141        
  14317          0.011               0.125        
  14318          0.009               0.141        
  14319          0.013               0.141        
  14320          0.009               0.125        
  14321          0.011               0.141        
  14322          0.010               0.125        
  14323          0.011               0.141        
  14324          0.008               0.141        
  14325          0.011               0.125        
  14326          0.017               0.141        
  14327          0.014               0.125        
  14328          0.018               0.125        
  14329          0.008               0.141        
  14330          0.025               0.125        
  14331          0.010               0.141        
  14332          0.020               0.141        
  14333          0.014               0.125        
  14334          0.011               0.141        
  14335          0.013               0.125        
  14336          0.017               0.125        
  14337          0.018               0.141        
  14338          0.010               0.125        
  14339          0.013               0.141        
  14340          0.008               0.141        
  14341          0.008               0.125        
  14342          0.030               0.141        
  14343          0.008               0.125        
  14344          0.016               0.141        
  14345          0.017               0.141        
  14346          0.017               0.125        
  14347          0.013               0.141        
  14348          0.021               0.141        
  14349          0.025               0.125        
  14350          0.029               0.141        
  14351          0.015               0.125        
  14352          0.010               0.141        
  14353          0.027               0.141        
  14354          0.008               0.125        
  14355          0.016               0.141        
  14356          0.014               0.125        
  14357          0.020               0.125        
  14358          0.011               0.141        
  14359          0.013               0.125        
  14360          0.012               0.141        
  14361          0.015               0.141        
  14362          0.016               0.125        
  14363          0.007               0.141        
  14364          0.009               0.125        
  14365          0.007               0.141        
  14366          0.010               0.141        
  14367          0.016               0.125        
  14368          0.007               0.141        
  14369          0.011               0.141        
  14370          0.009               0.125        
  14371          0.010               0.141        
  14372          0.016               0.125        
  14373          0.007               0.141        
  14374          0.012               0.141        
  14375          0.008               0.125        
  14376          0.008               0.141        
  14377          0.012               0.125        
  14378          0.013               0.125        
  14379          0.010               0.141        
  14380          0.007               0.125        
  14381          0.010               0.141        
  14382          0.014               0.141        
  14383          0.022               0.125        
  14384          0.011               0.141        
  14385          0.015               0.125        
  14386          0.009               0.141        
  14387          0.009               0.141        
  14388          0.010               0.125        
  14389          0.009               0.141        
  14390          0.008               0.141        
  14391          0.016               0.125        
  14392          0.007               0.141        
  14393          0.008               0.125        
  14394          0.010               0.141        
  14395          0.006               0.141        
  14396          0.009               0.125        
  14397          0.010               0.141        
  14398          0.012               0.125        
  14399          0.009               0.125        
  14400          0.009               0.141        
  14401          0.011               0.125        
  14402          0.007               0.141        
  14403          0.013               0.141        
  14404          0.009               0.125        
  14405          0.009               0.141        
  14406          0.008               0.125        
  14407          0.012               0.141        
  14408          0.010               0.141        
  14409          0.006               0.125        
  14410          0.007               0.141        
  14411          0.014               0.141        
  14412          0.011               0.125        
  14413          0.014               0.141        
  14414          0.008               0.125        
  14415          0.019               0.141        
  14416          0.009               0.141        
  14417          0.009               0.125        
  14418          0.011               0.141        
  14419          0.010               0.125        
  14420          0.008               0.125        
  14421          0.010               0.141        
  14422          0.009               0.125        
  14423          0.007               0.141        
  14424          0.009               0.141        
  14425          0.008               0.125        
  14426          0.010               0.141        
  14427          0.009               0.125        
  14428          0.010               0.141        
  14429          0.011               0.141        
  14430          0.010               0.125        
  14431          0.008               0.141        
  14432          0.007               0.125        
  14433          0.009               0.125        
  14434          0.018               0.141        
  14435          0.017               0.125        
  14436          0.017               0.141        
  14437          0.021               0.141        
  14438          0.008               0.125        
  14439          0.016               0.141        
  14440          0.016               0.125        
  14441          0.017               0.125        
  14442          0.013               0.141        
  14443          0.024               0.125        
  14444          0.011               0.141        
  14445          0.008               0.141        
  14446          0.008               0.125        
  14447          0.009               0.141        
  14448          0.008               0.125        
  14449          0.013               0.141        
  14450          0.010               0.141        
  14451          0.012               0.125        
  14452          0.009               0.141        
  14453          0.010               0.141        
  14454          0.009               0.125        
  14455          0.014               0.141        
  14456          0.009               0.125        
  14457          0.011               0.141        
  14458          0.012               0.141        
  14459          0.013               0.125        
  14460          0.013               0.141        
  14461          0.012               0.125        
  14462          0.007               0.125        
  14463          0.009               0.141        
  14464          0.011               0.125        
  14465          0.009               0.141        
  14466          0.008               0.141        
  14467          0.015               0.125        
  14468          0.009               0.141        
  14469          0.010               0.125        
  14470          0.011               0.141        
  14471          0.013               0.141        
  14472          0.014               0.125        
  14473          0.014               0.141        
  14474          0.009               0.141        
  14475          0.015               0.125        
  14476          0.009               0.141        
  14477          0.013               0.125        
  14478          0.009               0.141        
  14479          0.009               0.141        
  14480          0.011               0.125        
  14481          0.008               0.141        
  14482          0.007               0.125        
  14483          0.007               0.125        
  14484          0.012               0.141        
  14485          0.007               0.125        
  14486          0.008               0.141        
  14487          0.012               0.141        
  14488          0.012               0.125        
  14489          0.008               0.141        
  14490          0.009               0.125        
  14491          0.009               0.141        
  14492          0.014               0.141        
  14493          0.020               0.125        
  14494          0.012               0.141        
  14495          0.012               0.141        
  14496          0.009               0.125        
  14497          0.013               0.141        
  14498          0.009               0.125        
  14499          0.011               0.141        
  14500          0.009               0.141        
  14501          0.005               0.141        
  14502          0.013               0.141        
  14503          0.009               0.125        
  14504          0.013               0.141        
  14505          0.005               0.125        
  14506          0.012               0.141        
  14507          0.010               0.141        
  14508          0.013               0.125        
  14509          0.009               0.141        
  14510          0.010               0.141        
  14511          0.007               0.125        
  14512          0.007               0.141        
  14513          0.010               0.125        
  14514          0.009               0.141        
  14515          0.010               0.141        
  14516          0.011               0.125        
  14517          0.009               0.141        
  14518          0.006               0.125        
  14519          0.012               0.125        
  14520          0.007               0.141        
  14521          0.009               0.125        
  14522          0.010               0.141        
  14523          0.008               0.141        
  14524          0.008               0.125        
  14525          0.009               0.141        
  14526          0.006               0.125        
  14527          0.011               0.141        
  14528          0.012               0.141        
  14529          0.011               0.125        
  14530          0.010               0.141        
  14531          0.007               0.141        
  14532          0.005               0.125        
  14533          0.011               0.141        
  14534          0.011               0.125        
  14535          0.007               0.141        
  14536          0.012               0.141        
  14537          0.008               0.125        
  14538          0.013               0.141        
  14539          0.014               0.125        
  14540          0.012               0.125        
  14541          0.015               0.141        
  14542          0.008               0.125        
  14543          0.010               0.141        
  14544          0.014               0.141        
  14545          0.012               0.125        
  14546          0.019               0.141        
  14547          0.007               0.125        
  14548          0.017               0.141        
  14549          0.010               0.141        
  14550          0.015               0.125        
  14551          0.008               0.141        
  14552          0.011               0.141        
  14553          0.013               0.125        
  14554          0.014               0.141        
  14555          0.017               0.125        
  14556          0.010               0.141        
  14557          0.020               0.141        
  14558          0.016               0.125        
  14559          0.017               0.141        
  14560          0.008               0.125        
  14561          0.015               0.125        
  14562          0.016               0.141        
  14563          0.016               0.125        
  14564          0.035               0.141        
  14565          0.042               0.141        
  14566          0.031               0.125        
  14567          0.036               0.141        
  14568          0.030               0.125        
  14569          0.030               0.141        
  14570          0.019               0.141        
  14571          0.021               0.125        
  14572          0.010               0.141        
  14573          0.018               0.141        
  14574          0.011               0.125        
  14575          0.019               0.141        
  14576          0.014               0.125        
  14577          0.011               0.141        
  14578          0.009               0.141        
  14579          0.011               0.125        
  14580          0.015               0.141        
  14581          0.008               0.125        
  14582          0.013               0.125        
  14583          0.019               0.141        
  14584          0.014               0.125        
  14585          0.014               0.141        
  14586          0.009               0.141        
  14587          0.012               0.125        
  14588          0.006               0.141        
  14589          0.006               0.125        
  14590          0.010               0.125        
  14591          0.011               0.141        
  14592          0.011               0.125        
  14593          0.009               0.141        
  14594          0.010               0.141        
  14595          0.008               0.125        
  14596          0.013               0.141        
  14597          0.015               0.125        
  14598          0.019               0.141        
  14599          0.011               0.141        
  14600          0.014               0.125        
  14601          0.012               0.141        
  14602          0.013               0.141        
  14603          0.022               0.125        
  14604          0.019               0.141        
  14605          0.035               0.125        
  14606          0.038               0.141        
  14607          0.040               0.141        
  14608          0.037               0.125        
  14609          0.016               0.141        
  14610          0.016               0.125        
  14611          0.027               0.125        
  14612          0.011               0.141        
  14613          0.033               0.125        
  14614          0.009               0.141        
  14615          0.029               0.141        
  14616          0.011               0.125        
  14617          0.020               0.141        
  14618          0.020               0.125        
  14619          0.017               0.141        
  14620          0.034               0.141        
  14621          0.023               0.125        
  14622          0.028               0.141        
  14623          0.016               0.141        
  14624          0.035               0.125        
  14625          0.009               0.141        
  14626          0.042               0.125        
  14627          0.021               0.141        
  14628          0.018               0.125        
  14629          0.006               0.141        
  14630          0.027               0.141        
  14631          0.019               0.125        
  14632          0.016               0.141        
  14633          0.007               0.125        
  14634          0.015               0.125        
  14635          0.015               0.141        
  14636          0.013               0.125        
  14637          0.016               0.141        
  14638          0.014               0.141        
  14639          0.018               0.125        
  14640          0.018               0.141        
  14641          0.009               0.125        
  14642          0.011               0.125        
  14643          0.009               0.141        
  14644          0.007               0.125        
  14645          0.014               0.141        
  14646          0.007               0.141        
  14647          0.007               0.125        
  14648          0.005               0.141        
  14649          0.011               0.125        
  14650          0.008               0.141        
  14651          0.009               0.141        
  14652          0.014               0.125        
  14653          0.008               0.141        
  14654          0.011               0.125        
  14655          0.011               0.125        
  14656          0.017               0.141        
  14657          0.017               0.125        
  14658          0.012               0.141        
  14659          0.012               0.141        
  14660          0.017               0.125        
  14661          0.008               0.141        
  14662          0.020               0.125        
  14663          0.015               0.141        
  14664          0.034               0.141        
  14665          0.010               0.125        
  14666          0.018               0.141        
  14667          0.010               0.125        
  14668          0.012               0.125        
  14669          0.015               0.141        
  14670          0.011               0.125        
  14671          0.013               0.141        
  14672          0.012               0.141        
  14673          0.008               0.125        
  14674          0.011               0.141        
  14675          0.007               0.125        
  14676          0.008               0.141        
  14677          0.009               0.141        
  14678          0.009               0.125        
  14679          0.007               0.141        
  14680          0.008               0.141        
  14681          0.019               0.125        
  14682          0.014               0.141        
  14683          0.005               0.125        
  14684          0.006               0.141        
  14685          0.011               0.141        
  14686          0.014               0.125        
  14687          0.010               0.141        
  14688          0.011               0.141        
  14689          0.014               0.125        
  14690          0.012               0.141        
  14691          0.018               0.125        
  14692          0.009               0.141        
  14693          0.014               0.141        
  14694          0.017               0.125        
  14695          0.010               0.141        
  14696          0.011               0.125        
  14697          0.007               0.125        
  14698          0.015               0.141        
  14699          0.008               0.125        
  14700          0.013               0.141        
  14701          0.014               0.141        
  14702          0.020               0.125        
  14703          0.014               0.141        
  14704          0.011               0.125        
  14705          0.009               0.141        
  14706          0.011               0.141        
  14707          0.010               0.125        
  14708          0.012               0.141        
  14709          0.015               0.125        
  14710          0.008               0.125        
  14711          0.008               0.141        
  14712          0.014               0.125        
  14713          0.008               0.141        
  14714          0.015               0.141        
  14715          0.011               0.125        
  14716          0.021               0.141        
  14717          0.014               0.125        
  14718          0.021               0.141        
  14719          0.015               0.141        
  14720          0.025               0.125        
  14721          0.011               0.141        
  14722          0.032               0.125        
  14723          0.014               0.125        
  14724          0.023               0.141        
  14725          0.016               0.125        
  14726          0.015               0.141        
  14727          0.007               0.141        
  14728          0.016               0.125        
  14729          0.010               0.141        
  14730          0.010               0.125        
  14731          0.013               0.141        
  14732          0.011               0.141        
  14733          0.011               0.125        
  14734          0.011               0.141        
  14735          0.016               0.141        
  14736          0.007               0.125        
  14737          0.018               0.141        
  14738          0.010               0.125        
  14739          0.019               0.141        
  14740          0.008               0.141        
  14741          0.023               0.125        
  14742          0.013               0.141        
  14743          0.015               0.125        
  14744          0.010               0.125        
  14745          0.011               0.141        
  14746          0.014               0.125        
  14747          0.014               0.141        
  14748          0.011               0.141        
  14749          0.009               0.125        
  14750          0.018               0.141        
  14751          0.007               0.125        
  14752          0.020               0.141        
  14753          0.019               0.141        
  14754          0.011               0.125        
  14755          0.009               0.141        
  14756          0.021               0.141        
  14757          0.014               0.125        
  14758          0.014               0.141        
  14759          0.014               0.125        
  14760          0.011               0.141        
  14761          0.009               0.141        
  14762          0.015               0.125        
  14763          0.012               0.141        
  14764          0.020               0.125        
  14765          0.010               0.125        
  14766          0.015               0.141        
  14767          0.008               0.125        
  14768          0.020               0.141        
  14769          0.016               0.141        
  14770          0.008               0.125        
  14771          0.009               0.141        
  14772          0.011               0.125        
  14773          0.010               0.141        
  14774          0.008               0.141        
  14775          0.011               0.125        
  14776          0.009               0.141        
  14777          0.006               0.141        
  14778          0.009               0.125        
  14779          0.013               0.141        
  14780          0.011               0.125        
  14781          0.010               0.141        
  14782          0.016               0.141        
  14783          0.015               0.125        
  14784          0.014               0.141        
  14785          0.007               0.125        
  14786          0.021               0.125        
  14787          0.011               0.141        
  14788          0.016               0.125        
  14789          0.009               0.141        
  14790          0.009               0.141        
  14791          0.014               0.125        
  14792          0.009               0.141        
  14793          0.011               0.125        
  14794          0.006               0.141        
  14795          0.012               0.141        
  14796          0.008               0.125        
  14797          0.008               0.141        
  14798          0.007               0.125        
  14799          0.007               0.125        
  14800          0.008               0.141        
  14801          0.010               0.125        
  14802          0.013               0.141        
  14803          0.015               0.141        
  14804          0.010               0.125        
  14805          0.015               0.141        
  14806          0.014               0.125        
  14807          0.018               0.125        
  14808          0.008               0.141        
  14809          0.024               0.125        
  14810          0.007               0.141        
  14811          0.017               0.141        
  14812          0.009               0.125        
  14813          0.025               0.141        
  14814          0.011               0.125        
  14815          0.020               0.141        
  14816          0.013               0.141        
  14817          0.022               0.125        
  14818          0.011               0.141        
  14819          0.016               0.141        
  14820          0.007               0.125        
  14821          0.023               0.141        
  14822          0.012               0.125        
  14823          0.017               0.141        
  14824          0.011               0.141        
  14825          0.023               0.125        
  14826          0.011               0.141        
  14827          0.022               0.125        
  14828          0.009               0.125        
  14829          0.022               0.141        
  14830          0.012               0.125        
  14831          0.033               0.141        
  14832          0.010               0.141        
  14833          0.025               0.125        
  14834          0.010               0.141        
  14835          0.032               0.125        
  14836          0.011               0.141        
  14837          0.022               0.141        
  14838          0.013               0.125        
  14839          0.019               0.141        
  14840          0.016               0.141        
  14841          0.021               0.125        
  14842          0.017               0.141        
  14843          0.016               0.125        
  14844          0.011               0.141        
  14845          0.009               0.141        
  14846          0.024               0.125        
  14847          0.015               0.141        
  14848          0.026               0.125        
  14849          0.019               0.125        
  14850          0.013               0.141        
  14851          0.008               0.125        
  14852          0.015               0.141        
  14853          0.011               0.141        
  14854          0.012               0.125        
  14855          0.009               0.141        
  14856          0.011               0.125        
  14857          0.015               0.141        
  14858          0.012               0.141        
  14859          0.024               0.125        
  14860          0.032               0.141        
  14861          0.010               0.141        
  14862          0.011               0.125        
  14863          0.025               0.141        
  14864          0.012               0.125        
  14865          0.041               0.141        
  14866          0.013               0.141        
  14867          0.050               0.125        
  14868          0.008               0.141        
  14869          0.046               0.125        
  14870          0.010               0.125        
  14871          0.044               0.141        
  14872          0.020               0.125        
  14873          0.049               0.141        
  14874          0.020               0.141        
  14875          0.027               0.125        
  14876          0.019               0.141        
  14877          0.013               0.125        
  14878          0.034               0.141        
  14879          0.030               0.141        
  14880          0.008               0.125        
  14881          0.012               0.141        
  14882          0.017               0.125        
  14883          0.006               0.141        
  14884          0.019               0.141        
  14885          0.008               0.125        
  14886          0.020               0.141        
  14887          0.012               0.141        
  14888          0.019               0.125        
  14889          0.007               0.141        
  14890          0.009               0.125        
  14891          0.010               0.141        
  14892          0.020               0.141        
  14893          0.007               0.125        
  14894          0.011               0.141        
  14895          0.011               0.125        
  14896          0.014               0.125        
  14897          0.017               0.141        
  14898          0.014               0.125        
  14899          0.012               0.141        
  14900          0.008               0.141        
  14901          0.010               0.125        
  14902          0.009               0.141        
  14903          0.010               0.125        
  14904          0.010               0.141        
  14905          0.012               0.141        
  14906          0.012               0.125        
  14907          0.012               0.141        
  14908          0.011               0.125        
  14909          0.005               0.125        
  14910          0.011               0.141        
  14911          0.009               0.125        
  14912          0.011               0.141        
  14913          0.011               0.141        
  14914          0.010               0.125        
  14915          0.014               0.141        
  14916          0.016               0.125        
  14917          0.009               0.141        
  14918          0.008               0.141        
  14919          0.014               0.125        
  14920          0.011               0.141        
  14921          0.013               0.141        
  14922          0.013               0.125        
  14923          0.015               0.141        
  14924          0.008               0.125        
  14925          0.025               0.141        
  14926          0.010               0.141        
  14927          0.010               0.125        
  14928          0.007               0.141        
  14929          0.013               0.125        
  14930          0.009               0.125        
  14931          0.012               0.141        
  14932          0.009               0.125        
  14933          0.010               0.141        
  14934          0.009               0.141        
  14935          0.019               0.125        
  14936          0.008               0.141        
  14937          0.008               0.125        
  14938          0.013               0.141        
  14939          0.009               0.141        
  14940          0.014               0.125        
  14941          0.010               0.141        
  14942          0.012               0.141        
  14943          0.011               0.125        
  14944          0.012               0.141        
  14945          0.012               0.125        
  14946          0.013               0.141        
  14947          0.009               0.141        
  14948          0.009               0.125        
  14949          0.008               0.141        
  14950          0.008               0.141        
  14951          0.010               0.125        
  14952          0.017               0.141        
  14953          0.010               0.125        
  14954          0.008               0.141        
  14955          0.008               0.141        
  14956          0.009               0.125        
  14957          0.011               0.141        
  14958          0.011               0.125        
  14959          0.011               0.125        
  14960          0.011               0.141        
  14961          0.008               0.125        
  14962          0.009               0.141        
  14963          0.011               0.141        
  14964          0.007               0.125        
  14965          0.008               0.141        
  14966          0.011               0.125        
  14967          0.007               0.141        
  14968          0.008               0.141        
  14969          0.013               0.125        
  14970          0.012               0.141        
  14971          0.014               0.125        
  14972          0.010               0.125        
  14973          0.011               0.141        
  14974          0.012               0.125        
  14975          0.010               0.141        
  14976          0.013               0.141        
  14977          0.010               0.125        
  14978          0.012               0.141        
  14979          0.013               0.125        
  14980          0.012               0.141        
  14981          0.008               0.141        
  14982          0.011               0.125        
  14983          0.010               0.141        
  14984          0.014               0.141        
  14985          0.011               0.125        
  14986          0.018               0.141        
  14987          0.009               0.125        
  14988          0.014               0.141        
  14989          0.014               0.141        
  14990          0.030               0.125        
  14991          0.010               0.141        
  14992          0.025               0.141        
  14993          0.009               0.125        
  14994          0.014               0.141        
  14995          0.011               0.125        
  14996          0.017               0.141        
  14997          0.015               0.141        
  14998          0.013               0.125        
  14999          0.015               0.141        
  15000          0.009               0.125        
  15001          0.014               0.141        
  15002          0.014               0.141        
  15003          0.012               0.125        
  15004          0.008               0.141        
  15005          0.017               0.141        
  15006          0.012               0.125        
  15007          0.012               0.141        
  15008          0.014               0.125        
  15009          0.009               0.141        
  15010          0.011               0.141        
  15011          0.011               0.125        
  15012          0.015               0.141        
  15013          0.010               0.125        
  15014          0.009               0.125        
  15015          0.007               0.141        
  15016          0.010               0.125        
  15017          0.010               0.141        
  15018          0.007               0.141        
  15019          0.013               0.125        
  15020          0.015               0.141        
  15021          0.010               0.125        
  15022          0.006               0.125        
  15023          0.008               0.141        
  15024          0.008               0.125        
  15025          0.008               0.141        
  15026          0.006               0.141        
  15027          0.011               0.125        
  15028          0.006               0.141        
  15029          0.008               0.125        
  15030          0.010               0.141        
  15031          0.012               0.141        
  15032          0.014               0.125        
  15033          0.007               0.141        
  15034          0.009               0.141        
  15035          0.011               0.125        
  15036          0.012               0.141        
  15037          0.011               0.125        
  15038          0.009               0.141        
  15039          0.011               0.141        
  15040          0.010               0.125        
  15041          0.008               0.141        
  15042          0.009               0.125        
  15043          0.011               0.125        
  15044          0.011               0.141        
  15045          0.009               0.125        
  15046          0.008               0.141        
  15047          0.013               0.141        
  15048          0.007               0.125        
  15049          0.009               0.141        
  15050          0.011               0.125        
  15051          0.010               0.141        
  15052          0.023               0.141        
  15053          0.013               0.125        
  15054          0.017               0.141        
  15055          0.008               0.141        
  15056          0.017               0.125        
  15057          0.009               0.141        
  15058          0.032               0.125        
  15059          0.012               0.141        
  15060          0.021               0.141        
  15061          0.011               0.125        
  15062          0.014               0.141        
  15063          0.008               0.125        
  15064          0.010               0.125        
  15065          0.011               0.141        
  15066          0.017               0.125        
  15067          0.009               0.141        
  15068          0.010               0.141        
  15069          0.008               0.125        
  15070          0.011               0.141        
  15071          0.013               0.125        
  15072          0.012               0.141        
  15073          0.013               0.141        
  15074          0.011               0.125        
  15075          0.011               0.141        
  15076          0.010               0.141        
  15077          0.008               0.125        
  15078          0.010               0.141        
  15079          0.009               0.125        
  15080          0.013               0.141        
  15081          0.009               0.141        
  15082          0.009               0.125        
  15083          0.009               0.141        
  15084          0.005               0.125        
  15085          0.011               0.125        
  15086          0.013               0.141        
  15087          0.010               0.125        
  15088          0.006               0.141        
  15089          0.011               0.141        
  15090          0.009               0.125        
  15091          0.022               0.141        
  15092          0.012               0.125        
